Function name;Address in the binary;Source file;Source lines;ID;Can be analyzed;Nb paths;Unroll info (src loop);Unroll confidence level (src loop);Is main/unrolled;Unroll factor;Path ID;Repetition factor;Nb instr.;Nb uops;Size (bytes);Nb used x86 reg.;Nb used MMX reg.;Nb used XMM reg.;Nb used YMM reg.;Nb stack ref.;Pattern;Nb insn: SS;Nb insn: SD;Nb insn: PS-XMM;Nb insn: PS-YMM;Nb insn: PS-ZMM;Nb insn: PD-XMM;Nb insn: PD-YMM;Nb insn: PD-ZMM;Ratio ADD-SUB / MUL;Fit in cache;Macro-fusion;Nb FLOP: add-sub;Nb FLOP: mul;Nb FLOP: fma;Nb FLOP: div;Nb FLOP: sqrt;Nb FLOP: rcp;Nb FLOP: rsqrt;Bytes prefetched;Bytes loaded;Bytes stored;Arith. intensity (FLOP / ld+st bytes);Arith. intensity extra info;instr. fetch (cycles);predecode (cycles);instr. queue (cycles);decode (cycles);uop queue (cycles);ROB-read (cycles);Front-end (cycles);Nb uops P0;Nb uops P1;Nb uops P2;Nb uops P3;Nb uops P4;Nb uops P5;Nb uops P6;Nb uops P7;Nb uops P8;Nb uops P9;Nb cycles P0;Nb cycles P1;Nb cycles P2;Nb cycles P3;Nb cycles P4;Nb cycles P5;Nb cycles P6;Nb cycles P7;Nb cycles P8;Nb cycles P9;Dispatch (cycles);RecMII (cycles): min;RecMII (cycles): max;Vec. ratio (%): all (INT);Vec. ratio (%): load (INT);Vec. ratio (%): store (INT);Vec. ratio (%): add-sub (INT);Vec. ratio (%): mul (INT);Vec. ratio (%): fma (INT);Vec. ratio (%): other (INT);Vec. ratio (%): all (FP);Vec. ratio (%): load (FP);Vec. ratio (%): store (FP);Vec. ratio (%): add-sub (FP);Vec. ratio (%): mul (FP);Vec. ratio (%): fma (FP);Vec. ratio (%): div/sqrt (FP);Vec. ratio (%): other (FP);Vec. ratio (%): all;Vec. ratio (%): load;Vec. ratio (%): store;Vec. ratio (%): add-sub;Vec. ratio (%): mul;Vec. ratio (%): fma;Vec. ratio (%): div/sqrt;Vec. ratio (%): other;Vec. eff. ratio (%): all (INT);Vec. eff. ratio (%): load (INT);Vec. eff. ratio (%): store (INT);Vec. eff. ratio (%): add-sub (INT);Vec. eff. ratio (%): mul (INT);Vec. eff. ratio (%): fma (INT);Vec. eff. ratio (%): other (INT);Vec. eff. ratio (%): all (FP);Vec. eff. ratio (%): load (FP);Vec. eff. ratio (%): store (FP);Vec. eff. ratio (%): add-sub (FP);Vec. eff. ratio (%): mul (FP);Vec. eff. ratio (%): fma (FP);Vec. eff. ratio (%): div/sqrt (FP);Vec. eff. ratio (%): other (FP);Vec. eff. ratio (%): all;Vec. eff. ratio (%): load;Vec. eff. ratio (%): store;Vec. eff. ratio (%): add-sub;Vec. eff. ratio (%): mul;Vec. eff. ratio (%): fma;Vec. eff. ratio (%): div/sqrt;Vec. eff. ratio (%): other;[L1] Nb cycles: min;[L1] Nb cycles: max;[L1] FLOP/cycle: min;[L1] FLOP/cycle: max;[L1] IPC: min;[L1] IPC: max;[L1] Bytes prefetched / cycle: min;[L1] Bytes prefetched / cycle: max;[L1] Bytes loaded / cycle: min;[L1] Bytes loaded / cycle: max;[L1] Bytes stored / cycle: min;[L1] Bytes stored / cycle: max;[L1] Bytes ld+st / cycle: min;[L1] Bytes ld+st / cycle: max;[L1] Nb cycles if fully vectorized: min;[L1] Nb cycles if fully vectorized: max;[L1] Nb cycles if nomem vectorized: min;[L1] Nb cycles if nomem vectorized: max;[L1] Nb cycles if FP arith vectorized: min;[L1] Nb cycles if FP arith vectorized: max;[L1] Nb cycles if clean: min;[L1] Nb cycles if clean: max;[L1] Nb cycles if only FP: min;[L1] Nb cycles if only FP: max;[L1] Nb cycles if only FP arith: min;[L1] Nb cycles if only FP arith: max;
nnp_environment_mp_nnp_init_model_;6142dd;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;368-368;2974;true;1;multi-versionned;max;NA;NA;1;1;12;12;56;8;0;0;0;1;x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;24;0;0;NA;NA;NA;NA;NA;2.4;NA;2.4;2;2;1.5;1.5;0.5;2;2;0.5;0.5;0.5;2;2;1.5;1.5;0.5;2;2;0.5;0.5;0.5;2;1;1;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;NA;0;10.9375;12.5;NA;12.5;NA;NA;6.25;NA;NA;NA;NA;NA;NA;NA;NA;10.9375;12.5;NA;12.5;NA;NA;NA;6.25;2.4;2.4;0;0;5;5;0;0;10;10;0;0;10;10;0.1875;0.1875;0.5625;0.5625;2.4;2.4;2.4;2.4;1;1;1;1;
nnp_environment_mp_nnp_init_model_;6143d6;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;369-369;2973;true;1;multi-versionned;max;NA;NA;1;1;12;12;57;8;0;0;0;1;x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;24;0;0;NA;NA;NA;NA;NA;2.4;NA;2.4;2;2;1.5;1.5;0.5;2;2;0.5;0.5;0.5;2;2;1.5;1.5;0.5;2;2;0.5;0.5;0.5;2;1;1;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;NA;0;10.9375;12.5;NA;12.5;NA;NA;6.25;NA;NA;NA;NA;NA;NA;NA;NA;10.9375;12.5;NA;12.5;NA;NA;NA;6.25;2.4;2.4;0;0;5;5;0;0;10;10;0;0;10;10;0.1875;0.1875;0.5625;0.5625;2.4;2.4;2.4;2.4;1;1;1;1;
nnp_environment_mp_nnp_init_model_;614cef;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;376-376;2972;true;1;not unrolled or unrolled with no peel/tail loop;max;NA;NA;1;1;18;17;112;7;0;1;4;1;PS-XMM,PS-YMM,x86;0;0;2;8;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;168;144;0;NA;NA;NA;NA;NA;3.4;NA;3.4;1;1;4;4;2.5;1;1;2.5;2.5;2.5;1;1;4;4;2.5;1;1;2.5;2.5;2.5;4;1;1;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;45;45;NA;NA;NA;NA;NA;45;45;45;NA;NA;NA;NA;NA;4;4;0;0;4.5;4.5;0;0;42;42;36;36;78;78;2.25;2.25;4;4;4;4;3;3;3;3;1;1;
nnp_environment_mp_nnp_init_model_;614f7b;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;378-378;2970;true;1;not unrolled or unrolled with no peel/tail loop;max;NA;NA;1;1;16;15;134;3;0;0;7;0;PS-YMM,x86;0;0;0;14;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;224;224;0;NA;NA;NA;NA;NA;3;NA;3;0.5;0;3.5;3.5;3.5;0;0.5;3.5;3.5;3.5;0.5;0;3.5;3.5;3.5;0;0.5;3.5;3.5;3.5;3.5;1;1;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;50;50;NA;NA;NA;NA;NA;50;50;50;NA;NA;NA;NA;NA;3.5;3.5;0;0;4.5714285714286;4.5714285714286;0;0;64;64;64;64;128;128;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.5;1;1;
nnp_environment_mp_nnp_init_model_;61556e;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;383-383;2968;true;1;not unrolled or unrolled with no peel/tail loop;max;NA;NA;1;1;10;9;43;5;0;1;0;0;SD,x86;0;1;0;0;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;32;8;0;NA;NA;NA;NA;NA;1.8;NA;1.8;1.25;1.25;2;2;0.5;1.25;1.25;0.5;0.5;0.5;1.25;1.25;2;2;0.5;1.25;1.25;0.5;0.5;0.5;2;1;1;0;NA;NA;0;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;12.5;NA;NA;12.5;NA;NA;NA;12.5;NA;12.5;NA;NA;NA;NA;NA;12.5;NA;12.5;12.5;NA;NA;NA;NA;2;2;0;0;5;5;0;0;16;16;4;4;20;20;0.25;0.25;0.5;0.5;2;2;1;1;1;1;1;1;
nnp_environment_mp_nnp_init_model_;615786;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;392-392;2967;true;1;multi-versionned;max;NA;NA;1;1;12;11;52;7;0;0;0;0;x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;34;2;0;NA;NA;NA;NA;NA;2.2;NA;2.2;1.5;1.5;2.5;2.5;0.5;1.5;1.5;0.5;0.5;0.5;1.5;1.5;2.5;2.5;0.5;1.5;1.5;0.5;0.5;0.5;2.5;1;1;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;NA;NA;9.375;7.8125;NA;12.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.375;7.8125;NA;12.5;NA;NA;NA;NA;2.5;2.5;0;0;4.8;4.8;0;0;13.6;13.6;0.8;0.8;14.4;14.4;0.125;0.125;1.1875;1.1875;2.5;2.5;2.5;2.5;1;1;1;1;
nnp_environment_mp_nnp_init_model_;615807;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;392-392;2966;true;1;multi-versionned;max;NA;NA;1;1;12;11;52;7;0;0;0;0;x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;34;2;0;NA;NA;NA;NA;NA;2.2;NA;2.2;1.5;1.5;2.5;2.5;0.5;1.5;1.5;0.5;0.5;0.5;1.5;1.5;2.5;2.5;0.5;1.5;1.5;0.5;0.5;0.5;2.5;1;1;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;NA;NA;12.5;12.5;NA;12.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12.5;12.5;NA;12.5;NA;NA;NA;NA;2.5;2.5;0;0;4.8;4.8;0;0;13.6;13.6;0.8;0.8;14.4;14.4;0.3125;0.3125;0.75;0.75;2.5;2.5;2.5;2.5;1;1;1;1;
nnp_environment_mp_nnp_init_model_;6155c7;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;388-397;2960;true;4;not unrolled or unrolled with no peel/tail loop;max;NA;NA;1;1;43;47;248;11;0;0;0;10;x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;4;64;0;NA;NA;NA;NA;NA;9.4;NA;9.4;8;8;0.5;0.5;6.5;8;8;6.5;6.5;6.5;8;8;0.5;0.5;6.5;8;8;6.5;6.5;6.5;8;2;2;0;0;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;0;8.8235294117647;6.25;9.375;NA;NA;NA;8.3333333333333;NA;NA;NA;NA;NA;NA;NA;NA;8.8235294117647;6.25;9.375;NA;NA;NA;NA;8.3333333333333;9.4;9.4;0;0;4.5744680851064;4.5744680851064;0;0;0.42553191489362;0.42553191489362;6.8085106382979;6.8085106382979;7.2340425531915;7.2340425531915;0.90625;0.90625;4.15625;4.15625;9.4;9.4;9.4;9.4;2;2;2;2;
nnp_environment_mp_nnp_init_model_;6155c7;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;388-397;2960;true;4;not unrolled or unrolled with no peel/tail loop;max;NA;NA;2;1;70;80;422;11;0;0;0;14;x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);false;0;0;0;0;0;0;0;0;66;112;0;NA;NA;NA;NA;NA;16;NA;16;12.5;12.5;5.5;5.5;11;12.5;12.5;11;11;11;12.5;12.5;5.5;5.5;11;12.5;12.5;11;11;11;12.5;2;2;0;0;0;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;0;8.59375;6.25;8.7053571428571;12.5;NA;NA;7.3660714285714;NA;NA;NA;NA;NA;NA;NA;NA;8.59375;6.25;8.7053571428571;12.5;NA;NA;NA;7.3660714285714;16;16;0;0;4.375;4.375;0;0;4.125;4.125;7;7;11.125;11.125;1.28125;1.28125;7.0625;7.0625;16;16;16;16;2;2;2;2;
nnp_environment_mp_nnp_init_model_;6155c7;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;388-397;2960;true;4;not unrolled or unrolled with no peel/tail loop;max;NA;NA;3;1;77;88;458;11;0;0;0;14;x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);false;0;0;0;0;0;0;0;0;74;120;0;NA;NA;NA;NA;NA;17.6;NA;17.6;13.75;13.75;6;6;12;13.75;13.75;12;12;12;13.75;13.75;6;6;12;13.75;13.75;12;12;12;13.75;2;2;0;0;0;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;0;8.4558823529412;6.25;8.5416666666667;12.5;NA;NA;7.2916666666667;NA;NA;NA;NA;NA;NA;NA;NA;8.4558823529412;6.25;8.5416666666667;12.5;NA;NA;NA;7.2916666666667;17.6;17.6;0;0;4.375;4.375;0;0;4.2045454545455;4.2045454545455;6.8181818181818;6.8181818181818;11.022727272727;11.022727272727;1.3515625;1.3515625;7.5703125;7.5703125;17.6;17.6;17.6;17.6;2.5;2.5;2.5;2.5;
